Subdomain
uatintranet.safaricom.co.ke
smartinventorytest.safaricom.co.ke
domains.safaricom.co.ke
archive.safaricom.co.ke
insights360.safaricom.co.ke
www.smartit.safaricom.co.ke
apigw.ke.safaricom.co.ke
testvpn.safaricom.co.ke
www.zuri-ws.dxlsandbox.safaricom.co.ke
eliud159.safaricom.co.ke
partnerworkspace.safaricom.co.ke
lyncadmin.safaricom.co.ke
www.dynatrace-alert.safaricom.co.ke
grafana.safaricom.co.ke
sonarqube.safaricom.co.ke
www.jenkins.safaricom.co.ke
www.sonarqubeuat.safaricom.co.ke
admin.partnerworkspace.safaricom.co.ke
dealermvp.safaricom.co.ke
onboarding.safaricom.co.ke
www.entertainment.safaricom.co.ke
bulkemails.safaricom.co.ke
*.dxluat.safaricom.co.ke
smart.remedy.safaricom.co.ke
uat-subreg-portal.safaricom.co.ke
*.safaricom.co.ke
www.fs-partnerportal.safaricom.co.ke
www.jiandikishe.safaricom.co.ke
sentry.safaricom.co.ke
www.onboarding-upload.safaricom.co.ke
*.county.safaricom.co.ke
dealers.safaricom.co.ke
fafanuka.safaricom.co.ke
remoteaccess.safaricom.co.ke
grcuatweb.safaricom.co.ke
mpesa1tapgwprd.safaricom.co.ke
www.corona.safaricom.co.ke
fsdev.safaricom.co.ke
beta.accounts.safaricom.co.ke
procurement.safaricom.co.ke
secure-customerexperience.safaricom.co.ke
click.safaricom.co.ke
www.dynatraceadapter.safaricom.co.ke
dxl-uat.dxlapi.safaricom.co.ke
sandbox2.safaricom.co.ke
www.view360-uat.safaricom.co.ke
b2b.safaricom.co.ke
treadstone.safaricom.co.ke
www.uat1-ssk.safaricom.co.ke
advisor.safaricom.co.ke
admin.county.safaricom.co.ke
www.treadstone1.safaricom.co.ke
www.uat.falcon.safaricom.co.ke
*.workspaces.devsecops.safaricom.co.ke
smtpgate9.safaricom.co.ke
www.vodasuretest.safaricom.co.ke
workspaceuat.safaricom.co.ke
www.preprod.eflow.safaricom.co.ke
cctv.safaricom.co.ke
cxpreprod.safaricom.co.ke
www.uat.magnify.safaricom.co.ke
anthonarttey76.safaricom.co.ke
intranet.safaricom.co.ke
webchat.safaricom.co.ke
jfrog.safaricom.co.ke
www.contentapi.safaricom.co.ke
edms.safaricom.co.ke
dopapi.safaricom.co.ke
workforce.safaricom.co.ke
www.safvditest.safaricom.co.ke
uat1-ssk.safaricom.co.ke
*.cardpayments-internal.safaricom.co.ke
industrydigitaltalentprogram.safaricom.co.ke
api.partnerworkspace.safaricom.co.ke
sbsi.safaricom.co.ke
zuri-ws.dxlsandbox.safaricom.co.ke
ossiamslb.safaricom.co.ke
cxpreprodnotification.safaricom.co.ke
*.digifarmawsuat.safaricom.co.ke
www.pretups.safaricom.co.ke
api.ipesandbox.safaricom.co.ke
www.uat-business.safaricom.co.ke
*.de.safaricom.co.ke
webex.safaricom.co.ke
dopadmin.safaricom.co.ke
www.self-service.devsecops.safaricom.co.ke
faz01.ngao.safaricom.co.ke
myaccount.safaricom.co.ke
uat.magnify.safaricom.co.ke
www.seedappuat.safaricom.co.ke
www.sbom.devsecops-uat.safaricom.co.ke
tionunited079.safaricom.co.ke
mail.anthonyatt.safaricom.co.ke
nipashe.safaricom.co.ke
*.vodasuretest-istio.safaricom.co.ke
api-safaricom-feedback.customerexperience.safaricom.co.ke
www.intranet.safaricom.co.ke
vault.safaricom.co.ke
agm.safaricom.co.ke
ssk.safaricom.co.ke
www.eflow-nps-uat.safaricom.co.ke
www.ssk.safaricom.co.ke
mpesaforbusiness.safaricom.co.ke
salama.safaricom.co.ke
ci.devsecops.safaricom.co.ke
www.cms.county.safaricom.co.ke
devsecops.safaricom.co.ke
*.ipeawsuat.safaricom.co.ke
www.beta.accounts.safaricom.co.ke
ssk-nec.safaricom.co.ke
cardpayments-uat-internal.safaricom.co.ke
dev-fgt02.ngao.safaricom.co.ke
vce.safaricom.co.ke
uzima.safaricom.co.ke
crm.app.safaricom.co.ke
*.channelssandbox.safaricom.co.ke
cspportal.safaricom.co.ke
sp.mpesaforbusiness.safaricom.co.ke
bicp-oat.safaricom.co.ke
www.api.county.safaricom.co.ke
api.county.safaricom.co.ke
nationunited079.safaricom.co.ke
safvditest.safaricom.co.ke
uat-brand-content-hub.safaricom.co.ke
www.uat-xprome.safaricom.co.ke
contentapi.safaricom.co.ke
svdt1pim2html5gw01.safaricom.co.ke
uat-sslcertificates.safaricom.co.ke
cfa.safaricom.co.ke
www.golftour.safaricom.co.ke
webdisk.domains.safaricom.co.ke
myaccount-uat.safaricom.co.ke
www.ci.devsecops.safaricom.co.ke
www.posretailprod.safaricom.co.ke
api.iotsimcontrol.safaricom.co.ke
test-org.safaricom.co.ke
u.safaricom.co.ke
testsparesmanager.safaricom.co.ke
iotsimcontrol.safaricom.co.ke
secure-cxpreprod.safaricom.co.ke
ew-fgt03.ngao.safaricom.co.ke
webexadmin.safaricom.co.ke
safehouse.safaricom.co.ke
api.consumer.fsprod.safaricom.co.ke
www.express.falcon.safaricom.co.ke
shubtest.safaricom.co.ke
org-oat.safaricom.co.ke
cpcalendars.domains.safaricom.co.ke
decode.safaricom.co.ke
smartit.safaricom.co.ke
uat-partnerhub.safaricom.co.ke
collab-edge.safaricom.co.ke
www.uat-ftth.safaricom.co.ke
www.tionunited079.safaricom.co.ke
www.workforce.safaricom.co.ke
oms.sim.safaricom.co.ke
www.sonarqube.safaricom.co.ke
Cloud.safaricom.co.ke
sre-uat.safaricom.co.ke
acpe.app.safaricom.co.ke
cms.county.safaricom.co.ke
adfs.safaricom.co.ke
fsuat.safaricom.co.ke
anthonyattorne.safaricom.co.ke
channelsawsprod.safaricom.co.ke
employeeSuperApp.safaricom.co.ke
safaricomapp1.safaricom.co.ke
cardpayments-internal.safaricom.co.ke
iotsimcontrol.id.safaricom.co.ke
www.devengine.safaricom.co.ke
www.cloud.safaricom.co.ke
www.anthonyattorn.safaricom.co.ke
uat2-ssk.safaricom.co.ke
safaricomcms.safaricom.co.ke
bongarewards.safaricom.co.ke
ilearn.safaricom.co.ke
www.api.ic-dxlsandbox.safaricom.co.ke
cpq.app.safaricom.co.ke
*.workspaces.devsecops-uat.safaricom.co.ke
employee.safaricom.co.ke
www.mpesaod.safaricom.co.ke
www.dcbatf3.safaricom.co.ke
safaricomapp.safaricom.co.ke
api.cardpayments-uat.safaricom.co.ke
www.vuruguuat.safaricom.co.ke
eventsmanagementuat.safaricom.co.ke
UnitTrustSPportal.safaricom.co.ke
cms-beta.county.safaricom.co.ke
sdwan.safaricom.co.ke
fieldservices.safaricom.co.ke
fixedacshfsprod.safaricom.co.ke
www.gitlab.safaricom.co.ke
ew-fgt01.ngao.safaricom.co.ke
moservices.safaricom.co.ke
gitlab.safaricom.co.ke
www.jfrog.safaricom.co.ke
view360.safaricom.co.ke
grafanauat.safaricom.co.ke
g1orgm-pesa.safaricom.co.ke
fixedacstest.safaricom.co.ke
thibitisha.safaricom.co.ke
waste-management.safaricom.co.ke
*.uat.safaricom.co.ke
assetcontrol.safaricom.co.ke
smesales.safaricom.co.ke
sbom.devsecops-uat.safaricom.co.ke
www.business.safaricom.co.ke
www.eflow.dxlsandbox.safaricom.co.ke
intranet2016.safaricom.co.ke
1960edwards.safaricom.co.ke
anthonyattorn.safaricom.co.ke
*.devsecops.safaricom.co.ke
www.uat-bulkemails.safaricom.co.ke
testitvpn.safaricom.co.ke
www.uat-subreg-portal.safaricom.co.ke
www.eliud159.safaricom.co.ke
businessportal.safaricom.co.ke
eflow-nps.safaricom.co.ke
autodiscover.domains.safaricom.co.ke
crm.igw.safaricom.co.ke
www.myaccount.safaricom.co.ke
ag.od.m-pesa.safaricom.co.ke
ebuloyalty.safaricom.co.ke
deci-fgt01.ngao.safaricom.co.ke
entertainment.safaricom.co.ke
abbybot.safaricom.co.ke
test-sp.safaricom.co.ke
api.ageeza.safaricom.co.ke
lendingplatform.safaricom.co.ke
uat-onboarding-portal.safaricom.co.ke
beta.county.safaricom.co.ke
cloud.safaricom.co.ke
edmsinternal.safaricom.co.ke
mobilemail.safaricom.co.ke
idm.safaricom.co.ke
www.roaming.safaricom.co.ke
iamsoss.safaricom.co.ke
Lyncdiscover.safaricom.co.ke
change-enablement-portal.safaricom.co.ke
www.eflow-nps.safaricom.co.ke
*.fsawsprod.safaricom.co.ke
smtpgate2.safaricom.co.ke
*.channelsawsprod.safaricom.co.ke
iotsimportal.safaricom.co.ke
www.nikonasafaricomlive.safaricom.co.ke
www.smartinventorytest.safaricom.co.ke
sonarqubeuat.safaricom.co.ke
api.migration.fsdev.safaricom.co.ke
uat-ftth.safaricom.co.ke
mail.thonyattorn19.safaricom.co.ke
*.sonarqubeuat2.safaricom.co.ke
smtpgate5.safaricom.co.ke
coaching.safaricom.co.ke
partners.safaricom.co.ke
ngao.safaricom.co.ke
uat-onboarding-upload.safaricom.co.ke
oda.safaricom.co.ke
www.cms.safaricom.co.ke
tunes.skiza.safaricom.co.ke
fs-partnerportal.safaricom.co.ke
www.accounts.safaricom.co.ke
classifieds.safaricom.co.ke
www.falcon.safaricom.co.ke
automationsuite.safaricom.co.ke
api.fsprod.safaricom.co.ke
oss.fe.safaricom.co.ke
www.abbybot.safaricom.co.ke
dxlportalazuat.safaricom.co.ke
apps.safaricom.co.ke
sbxstg.safaricom.co.ke
fixedacsprod.safaricom.co.ke
api.vodasure.fsdev.safaricom.co.ke
m-pesastatements.safaricom.co.ke
mpesastatementverification.safaricom.co.ke
sre.safaricom.co.ke
oms.app.safaricom.co.ke
authdxl.safaricom.co.ke
uat.chatbot.safaricom.co.ke
franchisesimswap.safaricom.co.ke
www.jenkins-uat.safaricom.co.ke
pimuat.safaricom.co.ke
qlikinsightsdev360.safaricom.co.ke
LyncdiscoverInternal.safaricom.co.ke
www.git-uat.safaricom.co.ke
test.safaricom.co.ke
pimhtml5.safaricom.co.ke
www.appsandbox.safaricom.co.ke
qms.safaricom.co.ke
sparesmanagerapi.safaricom.co.ke
pim.safaricom.co.ke
www.sonarqubeuat2.safaricom.co.ke
oss.ossui.safaricom.co.ke
webexmedia.safaricom.co.ke
sp2016webapptest.safaricom.co.ke
www.anthonarttey76.safaricom.co.ke
oms.extapi.safaricom.co.ke
uat-selfservice.business.safaricom.co.ke
fsawsdev.safaricom.co.ke
keeptheconnectionsgoing.safaricom.co.ke
dynatraceadapter.safaricom.co.ke
www.test.safaricom.co.ke
www.dev.business.safaricom.co.ke
jasper.customerexperience.safaricom.co.ke
partner-onboarding-portal.safaricom.co.ke
uat-iotsimmanagement.safaricom.co.ke
kandarasi.safaricom.co.ke
7s.safaricom.co.ke
iamoss.safaricom.co.ke
jiandikishe.safaricom.co.ke
jenkins-uat.safaricom.co.ke
anthonyatt.safaricom.co.ke
www.sso.safaricom.co.ke
cms.safaricom.co.ke
www.uat-onboarding-portal.safaricom.co.ke
auth.fsdev.safaricom.co.ke
oos.safaricom.co.ke
symfact.safaricom.co.ke
app1.iotsimportal.safaricom.co.ke
M-PESAforBusiness.safaricom.co.ke
arifa.safaricom.co.ke
smtpgate.safaricom.co.ke
oss.safaricom.co.ke
workspaces.devsecops-uat.safaricom.co.ke
WealthDV.safaricom.co.ke
workspace.safaricom.co.ke
www.uat-industrydigitaltalentprogram.safaricom.co.ke
youradvantage.safaricom.co.ke
testapp.cpconsumer.safaricom.co.ke
www.newsroom.safaricom.co.ke
falcon.safaricom.co.ke
projects.safaricom.co.ke
mail.doortree00.safaricom.co.ke
www.dubi.safaricom.co.ke
wap.safaricom.co.ke
eai.safaricom.co.ke
G1ORGm-pesa.safaricom.co.ke
ossiamsuat.safaricom.co.ke
www.workspace.safaricom.co.ke
mail.nationunited079.safaricom.co.ke
corona.safaricom.co.ke
iotbasestationmanager.safaricom.co.ke
UTSPportal.safaricom.co.ke
www.onboarding.safaricom.co.ke
enterprisebusiness.safaricom.co.ke
mjc.safaricom.co.ke
www.sbsi.safaricom.co.ke
devexperience.safaricom.co.ke
internalapistg.safaricom.co.ke
customerexperience.safaricom.co.ke
remedy9.safaricom.co.ke
office.safaricom.co.ke
aftersales.safaricom.co.ke
www.decode.safaricom.co.ke
insights.safaricom.co.ke
subreg-portal.safaricom.co.ke
crm.jnlp.safaricom.co.ke
view360-uat.safaricom.co.ke
dxlapiazuat.safaricom.co.ke
smtpgate3.safaricom.co.ke
lync.safaricom.co.ke
uatsfa.safaricom.co.ke
www.nationunited079.safaricom.co.ke
www.uat-bongarewards.safaricom.co.ke
rms.safaricom.co.ke
e-learning-public.safaricom.co.ke
org.mpesaforbusiness.safaricom.co.ke
api.ic-dxlsandbox.safaricom.co.ke
jenkins.safaricom.co.ke
shubuat.safaricom.co.ke
www.uat-selfservice.business.safaricom.co.ke
eaitest.safaricom.co.ke
mysite.safaricom.co.ke
sp.ke.safaricom.co.ke
uat-admin.business.safaricom.co.ke
*.automationsuite.safaricom.co.ke
www.partnerhub.safaricom.co.ke
www.thonyattorn19.safaricom.co.ke
smtpgate7.safaricom.co.ke
seedapp.safaricom.co.ke
www.anthonyattorne.safaricom.co.ke
www.domains.safaricom.co.ke
uat-bongarewards.safaricom.co.ke
www.office.safaricom.co.ke
mail.anthonyattorn.safaricom.co.ke
www.coaching.safaricom.co.ke
thefuse.safaricom.co.ke
uat-ebuloyalty.safaricom.co.ke
www.safaricomcms.safaricom.co.ke
svdt5pim2html5gw01.safaricom.co.ke
sp-oat.safaricom.co.ke
mail.office.safaricom.co.ke
apistg.safaricom.co.ke
*.channelsawsuat.safaricom.co.ke
miniapp.safaricom.co.ke
uat-internet.safaricom.co.ke
www.developer.safaricom.co.ke
www.appstg.safaricom.co.ke
api.orgmigration.fsprod.safaricom.co.ke
www.romaing.safaricom.co.ke
dxlapi.safaricom.co.ke
oms.jnlp.safaricom.co.ke
auth.authdxl.safaricom.co.ke
groups.safaricom.co.ke
meet.safaricom.co.ke
treadstone1.safaricom.co.ke
crm.safaricom.co.ke
www.1960edwards.safaricom.co.ke
eflow-nps-uat.safaricom.co.ke
test.uat-business.safaricom.co.ke
*.fsdev.safaricom.co.ke
saccosuitesolution.safaricom.co.ke
smartinventory.safaricom.co.ke
*.dxlapi.safaricom.co.ke
www.tesinvoices.safaricom.co.ke
content.safinfo.safaricom.co.ke
www.remoteaccess.safaricom.co.ke
erpprod.safaricom.co.ke
uat-industrydigitaltalentprogram.safaricom.co.ke
ftth.safaricom.co.ke
api.safaricom.co.ke
crmdr.safaricom.co.ke
ew-fgt02.ngao.safaricom.co.ke
twendekwastreets.safaricom.co.ke
www.uat2-ssk.safaricom.co.ke
smartit.remedy.safaricom.co.ke
itower.safaricom.co.ke
www.grafanauat.safaricom.co.ke
franchisesimswap-uat.safaricom.co.ke
ci.devsecops-uat.safaricom.co.ke
uat.selfcare.safaricom.co.ke
api.merchant.fsprod.safaricom.co.ke
dealerportal.safaricom.co.ke
doortree00.safaricom.co.ke
telematics.safaricom.co.ke
dialin.safaricom.co.ke
www.aftersales.safaricom.co.ke
saccosuitesolutions.fsdev.safaricom.co.ke
webmail.domains.safaricom.co.ke
remaccess.safaricom.co.ke
itvc.safaricom.co.ke
selfcareapp3.safaricom.co.ke
test-bicp.safaricom.co.ke
www.tunes.skiza.safaricom.co.ke
lyncdiscover.safaricom.co.ke
apicctv.safaricom.co.ke
secure.api.cardpayments.safaricom.co.ke
internet.safaricom.co.ke
remedy.safaricom.co.ke
sandbox.safaricom.co.ke
www.sandbox2.safaricom.co.ke
qlikinsights360.safaricom.co.ke
oms.jms.safaricom.co.ke
fixedacsfsprod.safaricom.co.ke
dubi.safaricom.co.ke
www.groups.safaricom.co.ke
jfrog.jenkins-uat.safaricom.co.ke
cpanel.domains.safaricom.co.ke
selfcareapp2.safaricom.co.ke
m-pesaclosedloop.safaricom.co.ke
www.ci.devsecops-uat.safaricom.co.ke
www.anthonyatt.safaricom.co.ke
wef.groups.safaricom.co.ke
business.safaricom.co.ke
www.admin.county.safaricom.co.ke
www.sparesmanagerapi.safaricom.co.ke
express.falcon.safaricom.co.ke
www.iamsoss.safaricom.co.ke
dwp.remedy.safaricom.co.ke
Eliud159.safaricom.co.ke
erpebsidcs.safaricom.co.ke
supportdesk.safaricom.co.ke
api.orgmigration.fsawsprod.safaricom.co.ke
jfrog-uat.safaricom.co.ke
nikonasafaricomlive.safaricom.co.ke
monitor.safaricom.co.ke
www.sslcertificates.safaricom.co.ke
contactsbackup.safaricom.co.ke
fs.safaricom.co.ke
www.jenkins-de.safaricom.co.ke
dxl.safaricom.co.ke
appsandbox.safaricom.co.ke
www.webchat.safaricom.co.ke
thonyattorn19.safaricom.co.ke
www.uat-partnerhub.safaricom.co.ke
test.chamasoft.safaricom.co.ke
chapadimba.safaricom.co.ke
www.sbom.devsecops.safaricom.co.ke
crmsaf.safaricom.co.ke
mfa.safaricom.co.ke
dynatrace-alert-dev.safaricom.co.ke
www.uat-onboarding-upload.safaricom.co.ke
cpcontacts.domains.safaricom.co.ke
oss.be.safaricom.co.ke
roaming.safaricom.co.ke
auth.partnerworkspace.safaricom.co.ke
autodiscover.Safaricom.co.ke
www.kinga.safaricom.co.ke
dev.business.safaricom.co.ke
webmail.safaricom.co.ke
fsprod.safaricom.co.ke
posuat.safaricom.co.ke
2fa.safaricom.co.ke
www.apps.safaricom.co.ke
preprod.eflow.safaricom.co.ke
www.bulkemails.safaricom.co.ke
www.twawezalive.safaricom.co.ke
www.salama.safaricom.co.ke
developer.safaricom.co.ke
www.certificate.safaricom.co.ke
www.dealerportal.safaricom.co.ke
onboarding-upload.safaricom.co.ke
dynatrace-alert.safaricom.co.ke
dxlapiazprod.safaricom.co.ke
owa.safaricom.co.ke
www.industrydigitaltalentprogram.safaricom.co.ke
surepay.safaricom.co.ke
git-uat.safaricom.co.ke
manage.safaricom.co.ke
www.agm.safaricom.co.ke
waridibot.safaricom.co.ke
maps.safaricom.co.ke
dev-fgt01.ngao.safaricom.co.ke
mail.1960edwards.safaricom.co.ke
www.seedapp.safaricom.co.ke
fmg01.ngao.safaricom.co.ke
county.safaricom.co.ke
customerexperiencenotification.safaricom.co.ke
vuruguuat.safaricom.co.ke
www.subreg-portal.safaricom.co.ke
www.assetcontrol.safaricom.co.ke
sso.safaricom.co.ke
connectmasteronline.safaricom.co.ke
crmprod.safaricom.co.ke
www.ci-uat.devsecops.safaricom.co.ke
www.workspaceuat.safaricom.co.ke
Egainassets.safaricom.co.ke
www.myaccount-uat.safaricom.co.ke
selfcare.safaricom.co.ke
uat-business.safaricom.co.ke
www.doortree00.safaricom.co.ke
internalsandbox.safaricom.co.ke
www.chapadimba.safaricom.co.ke
savewithmshwari.safaricom.co.ke
safaricom.co.ke
uat-mpesa-apple-auto-debit.safaricom.co.ke
api-safaricom-nfy.customerexperience.safaricom.co.ke
qlikinsights.safaricom.co.ke
cvc.cardpayments-internal.safaricom.co.ke
www.wef.groups.safaricom.co.ke
itvpn.safaricom.co.ke
www.view360.safaricom.co.ke
devlake.devsecops-uat.safaricom.co.ke
mpesa-applications.safaricom.co.ke
www.lendingplatform.safaricom.co.ke
www.kiosk.safaricom.co.ke
dcbatf3.safaricom.co.ke
tesinvoices.safaricom.co.ke
partnerhub.safaricom.co.ke
sslcertificates.safaricom.co.ke
www.bongarewards.safaricom.co.ke
smtpgate8.safaricom.co.ke
mail.anthonyattorne.safaricom.co.ke
uni.safaricom.co.ke
www.selfcare.safaricom.co.ke
autodiscover.safaricom.co.ke
sfdc.safaricom.co.ke
smtpgate4.safaricom.co.ke
www.beta.coaching.safaricom.co.ke
accounts.safaricom.co.ke
eflow.dxlsandbox.safaricom.co.ke
xlrelease-uat.safaricom.co.ke
www.beta.county.safaricom.co.ke
test-sso.safaricom.co.ke
m-pesaforbusiness.safaricom.co.ke
www.uat-ebuloyalty.safaricom.co.ke
newsroom.safaricom.co.ke
bpm.safaricom.co.ke
maps.telematics.safaricom.co.ke
wfm.safaricom.co.ke
safaricombusiness.safaricom.co.ke
chekibill.safaricom.co.ke
posretailprod.safaricom.co.ke
test.business.safaricom.co.ke
*.cardpayments-uat-internal.safaricom.co.ke
mocha.safaricom.co.ke
mpesaod.safaricom.co.ke
mail.anthonarttey76.safaricom.co.ke
*.cardpayments-uat.safaricom.co.ke
insightsdev.safaricom.co.ke
edmstest1.safaricom.co.ke
jenkins-de.safaricom.co.ke
sandbox.falcon.safaricom.co.ke
www.fsdev.safaricom.co.ke
soasailpoint.safaricom.co.ke
uat-bulkemails.safaricom.co.ke
sso.remedy9.safaricom.co.ke
www.jfrog-uat.safaricom.co.ke
mpesaminiapps.safaricom.co.ke
devengine.safaricom.co.ke
channelsawsuat.safaricom.co.ke
mail.tionunited079.safaricom.co.ke
channelssandbox.safaricom.co.ke
www.eflow.safaricom.co.ke
www.sandbox.falcon.safaricom.co.ke
oms.auto.safaricom.co.ke
payment-solution.safaricom.co.ke
chatbot.safaricom.co.ke
www.uat-admin.business.safaricom.co.ke
app2.iotsimportal.safaricom.co.ke
www.franchisesimswap-uat.safaricom.co.ke
sfa.safaricom.co.ke
deci-fgt03.ngao.safaricom.co.ke
appstg.safaricom.co.ke
secure.api.cardpayments-uat.safaricom.co.ke
*.cloud.safaricom.co.ke
sdwan2.safaricom.co.ke
pimaim-uat.safaricom.co.ke
www.waste-management.safaricom.co.ke
cvc.cardpayments-uat-internal.safaricom.co.ke
iapapp.safaricom.co.ke
pretups.safaricom.co.ke
twawezalive.safaricom.co.ke
ise.safaricom.co.ke
www.duo.safaricom.co.ke
edmstest.safaricom.co.ke
www.cms-beta.county.safaricom.co.ke
www.posuat.safaricom.co.ke
kiosk.safaricom.co.ke
seedappuat.safaricom.co.ke
www.workspaces.devsecops-uat.safaricom.co.ke
oms.lock.safaricom.co.ke
sso-oat.safaricom.co.ke
certificate.safaricom.co.ke
www.shub.safaricom.co.ke
safvdi.safaricom.co.ke
bpmol.safaricom.co.ke
duo.safaricom.co.ke
www.county.safaricom.co.ke
sbom.devsecops.safaricom.co.ke
self-service.devsecops.safaricom.co.ke
intlync.safaricom.co.ke
clickapp.safaricom.co.ke
michaeljosephcentre.safaricom.co.ke
ci-uat.devsecops.safaricom.co.ke
*.ic-dxluat.safaricom.co.ke
xlrelease.safaricom.co.ke
dop.safaricom.co.ke
recruitmentquiz.safaricom.co.ke
mail.domains.safaricom.co.ke
shub.safaricom.co.ke
www.cspportal.safaricom.co.ke
vodasuretest.safaricom.co.ke
